web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
"1679870005-3293","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 16 Diciembre 2019","21:00","Parcialmente cubierto","17°","39 km/h","72%","1016 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html"
"1679870005-3294","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 16 Diciembre 2019","21:30","Lluvia ligera","17°","44 > 65 km/h","72%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html"
"1679870005-3295","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 16 Diciembre 2019","22:00","Parcialmente cubierto","17°","37 km/h","63%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html"
"1679870005-3296","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 16 Diciembre 2019","22:30","Parcialmente cubierto","17°","33 km/h","68%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html"
"1679870005-3297","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 16 Diciembre 2019","23:00","Parcialmente cubierto","17°","22 km/h","63%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html"
"1679870005-3298","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Lunes 16 Diciembre 2019","23:30","Lluvia ligera","17°","20 km/h","68%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html"
"1679870007-3299","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","00:00","Parcialmente cubierto","16°","17 km/h","72%","1017 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3300","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3301","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","00:30","Parcialmente cubierto","16°","9 km/h","72%","1017 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3302","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","01:00","Parcialmente cubierto","15°","11 km/h","82%","1017 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3303","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","01:30","Lluvia ligera","16°","24 km/h","72%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3304","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","02:00","Lluvia ligera","16°","17 km/h","82%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3305","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","02:30","Parcialmente cubierto","15°","9 km/h","88%","1017 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3306","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","03:00","Parcialmente cubierto","16°","13 km/h","77%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3307","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","03:30","Parcialmente cubierto","16°","11 km/h","77%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3308","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","04:30","Parcialmente cubierto","16°","19 km/h","72%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3309","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","05:00","Parcialmente cubierto","17°","19 km/h","68%","1017 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3310","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","06:00","Parcialmente cubierto","16°","13 km/h","68%","1017 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3311","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","06:30","Parcialmente cubierto","16°","13 km/h","72%","1017 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3312","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","07:00","Parcialmente cubierto","16°","15 km/h","72%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3313","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","07:30","Parcialmente cubierto","16°","15 km/h","72%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3314","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","08:00","Parcialmente cubierto","16°","13 km/h","72%","1019 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3315","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","08:30","Parcialmente cubierto","18°","17 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3316","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","09:00","Nubes dispersas","18°","15 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3317","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","09:30","Nubes dispersas","19°","19 km/h","60%","1020 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3318","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","10:00","Parcialmente cubierto","20°","20 km/h","56%","1020 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3319","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","10:30","Parcialmente cubierto","20°","22 km/h","56%","1021 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3320","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","11:00","Mayormente cubierto","21°","26 km/h","53%","1021 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3321","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","11:30","Parcialmente cubierto","21°","28 km/h","53%","1021 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3322","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","12:00","Nubes dispersas","22°","28 km/h","50%","1020 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3323","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","12:30","Nubes dispersas","22°","28 km/h","46%","1020 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3324","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","13:00","Nubes dispersas","23°","30 km/h","41%","1020 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3325","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","13:30","Nubes dispersas","23°","28 km/h","44%","1019 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3326","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","14:00","Nubes dispersas","23°","28 km/h","44%","1019 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3327","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","14:30","Nubes dispersas","23°","30 km/h","44%","1019 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3328","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","15:00","Nubes dispersas","22°","33 km/h","50%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3329","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","15:30","Nubes dispersas","22°","33 km/h","53%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3330","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","16:00","Nubes dispersas","22°","37 km/h","57%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3331","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","16:30","Nubes dispersas","21°","39 km/h","60%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3332","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","17:00","Nubes dispersas","21°","35 km/h","56%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3333","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","17:30","Nubes dispersas","20°","33 km/h","60%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3334","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","18:00","Nubes dispersas","20°","28 km/h","60%","1019 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3335","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","18:30","Nubes dispersas","19°","19 km/h","68%","1019 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3336","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","19:00","Nubes dispersas","19°","17 km/h","68%","1020 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3337","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","19:30","Nubes dispersas","18°","19 km/h","68%","1020 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3338","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","20:00","Nubes dispersas","18°","13 km/h","68%","1020 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3339","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","20:30","Nubes dispersas","18°","9 km/h","64%","1020 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3340","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","21:00","Nubes dispersas","17°","7 km/h","68%","1020 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3341","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","21:30","Despejado","17°","7 km/h","72%","1021 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3342","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","22:00","Despejado","17°","9 km/h","72%","1021 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3343","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","22:30","Despejado","17°","4 km/h","72%","1021 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3344","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","23:00","Despejado","17°","7 km/h","72%","1021 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870007-3345","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 17 Diciembre 2019","23:30","Despejado","16°","9 km/h","77%","1021 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html"
"1679870010-3346","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","00:00","Despejado","17°","7 km/h","72%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3347","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3348","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","00:30","Despejado","16°","7 km/h","77%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3349","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","01:00","Despejado","16°","9 km/h","72%","1020 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3350","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","01:30","Despejado","16°","11 km/h","77%","1020 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3351","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","02:00","Despejado","16°","11 km/h","72%","1020 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3352","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","02:30","Despejado","16°","9 km/h","72%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3353","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","03:00","Despejado","16°","11 km/h","72%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3354","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","03:30","Despejado","16°","9 km/h","72%","1020 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3355","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","04:00","Despejado","16°","9 km/h","72%","1020 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3356","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","04:30","Despejado","16°","11 km/h","72%","1020 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3357","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","05:00","Despejado","16°","9 km/h","72%","1020 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3358","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","05:30","Despejado","16°","9 km/h","72%","1020 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3359","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","06:00","Despejado","16°","9 km/h","72%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3360","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","06:30","Despejado","16°","9 km/h","72%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3361","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","07:00","Nubes dispersas","15°","11 km/h","77%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3362","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","07:30","Nubes dispersas","16°","9 km/h","72%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3363","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","08:00","Nubes dispersas","15°","9 km/h","77%","1022 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3364","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","08:30","Nubes dispersas","16°","11 km/h","68%","1022 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3365","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","09:00","Nubes dispersas","18°","9 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3366","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","09:30","Nubes dispersas","19°","6 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3367","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","10:00","Nubes dispersas","20°","2 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3368","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","10:30","Nubes dispersas","20°","9 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3369","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","11:00","Nubes dispersas","20°","9 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3370","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","11:30","Nubes dispersas","21°","11 km/h","60%","1023 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3371","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","12:00","Nubes dispersas","21°","13 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3372","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","12:30","Parcialmente cubierto","21°","15 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3373","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","13:00","Parcialmente cubierto","21°","17 km/h","64%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3374","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","13:30","Parcialmente cubierto","21°","15 km/h","64%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3375","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","14:00","Mayormente cubierto","20°","15 km/h","68%","1020 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3376","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","14:30","Mayormente cubierto","20°","13 km/h","68%","1020 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3377","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","15:00","Mayormente cubierto","20°","13 km/h","73%","1020 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3378","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","15:30","Mayormente cubierto","20°","11 km/h","73%","1020 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3379","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","16:00","Mayormente cubierto","20°","9 km/h","73%","1020 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3380","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","16:30","Mayormente cubierto","20°","7 km/h","73%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3381","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","17:00","Mayormente cubierto","19°","6 km/h","78%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3382","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","17:30","Mayormente cubierto","20°","6 km/h","73%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3383","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","18:00","Mayormente cubierto","19°","7 km/h","78%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3384","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","18:30","Mayormente cubierto","20°","9 km/h","73%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3385","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","19:00","Mayormente cubierto","20°","13 km/h","73%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3386","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","19:30","Mayormente cubierto","20°","7 km/h","68%","1022 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3387","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","20:00","Mayormente cubierto","20°","2 km/h","68%","1022 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3388","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","20:30","Mayormente cubierto","20°","6 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3389","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","21:00","Mayormente cubierto","19°","6 km/h","78%","1023 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3390","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","21:30","Mayormente cubierto","19°","4 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3391","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","22:00","Parcialmente cubierto","18°","4 km/h","77%","1022 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3392","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","22:30","Parcialmente cubierto","17°","6 km/h","82%","1023 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3393","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","23:00","Parcialmente cubierto","17°","4 km/h","77%","1023 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870010-3394","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 18 Diciembre 2019","23:30","Nubes dispersas","17°","7 km/h","82%","1023 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html"
"1679870012-3395","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","00:00","Nubes dispersas","17°","7 km/h","82%","1023 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1679870012-3396","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1679870012-3397","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","00:30","Nubes dispersas","17°","6 km/h","77%","1023 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1679870012-3398","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","01:00","Nubes dispersas","17°","6 km/h","77%","1022 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1679870012-3399","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","01:30","Nubes dispersas","17°","7 km/h","77%","1022 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1679870012-3400","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","02:00","Parcialmente cubierto","17°","9 km/h","77%","1022 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1679870012-3401","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","02:30","Parcialmente cubierto","16°","7 km/h","82%","1022 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1679870012-3402","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","03:00","Parcialmente cubierto","16°","9 km/h","82%","1022 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1679870012-3403","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","03:30","Nubes dispersas","16°","7 km/h","82%","1022 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1679870012-3404","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","04:00","Nubes dispersas","16°","6 km/h","77%","1022 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1679870012-3405","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","04:30","Nubes dispersas","15°","En calma","82%","1021 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1679870012-3406","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","05:00","Nubes dispersas","15°","4 km/h","82%","1021 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1679870012-3407","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","05:30","Nubes dispersas","15°","4 km/h","82%","1021 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1679870012-3408","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","06:00","Nubes dispersas","16°","4 km/h","82%","1021 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
